script_name,test_id,test_type,tquery,fixed_query,duration,final_score
balance_ws1,1,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production != 'f');""",2,0
balance_ws1,2,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f' and s.unblinded='f') or (ms.id > 1000 and ms.is_production = 'f');""",2,0
balance_ws1,3,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.id = 135 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""",2,0
balance_ws1,4,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 );""",1,0
balance_ws1,5,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 135 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 't');""",5,0
balance_wc4,0,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id = 551 and md.name = 'Depot2');""",31,4
balance_wc4,1,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id >500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id = 551 and md.name = 'Depot2');""",29,30
balance_wc4,2,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id = 551 and md.name = 'Depot2' and l.release_status = 3);""",4,0
balance_wc4,3,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and dp.study_id = 3) or (a.id = 551 and md.name = 'Depot2');""",4,0
balance_wc4,4,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (l.release_status = 3) or (a.id = 551 and md.name = 'Depot2');""",4,0
balance_wc4,5,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (l.release_status = 3) or (a.id = 551 and md.name = 'Depot2');""",50,26
balance_wc4,6,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id = 551);""",4,0
balance_wc4,7,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (md.name = 'Depot2');""",26,2
balance_ws3,0,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id > 45230;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id > 45235;""",2,0
balance_ws3,1,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id > 45230;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id < 45230;""",2,0
balance_ws3,2,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id > 45230;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id > 45230 and s.needs_design_by_wizard='t';""",2,0
balance_ws3,3,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id > 45230;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.needs_design_by_wizard='t' and s.external_id > 45230;""",2,0
balance_ws3,4,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id > 45230;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t';""",1,0
balance_ws3,5,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='t' and s.external_id > 45230;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' and ms.is_production='f' and s.can_generate_blocks='f' and s.external_id > 45220  and s.needs_design_by_wizard='t';""",2,0
balance_wm4,0,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:49:04-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""",5,0
balance_wm4,1,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at <'2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""",2,0
balance_wm4,2,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13 and su.id = 260);""",3,0
balance_wm4,3,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.created_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""",2,0
balance_wm4,4,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8);""",2,0
balance_wm4,5,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:52:08-05') or (su.regime_id = 14 and  su.randomized_at ='2013-10-08 22:44:26-04' and su.removed_from_dispensing = 'f') or (s.id = 8 and su.regime_id = 13);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id = 38 and su.randomized_at ='2013-11-22 15:49:04-05') or (su.regime_id = 14 and su.remove_from_rand ='f' and su.randomized_at ='2013-10-08 22:54:58-04') or (s.id = 8 );""",10,0
balance_wm5,0,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where (s.study_id > 1 and su.random_regime_selector is not null and ms.country='USA') or (su.regime_id = 14 and su.remove_from_rand ='f' and su.randomized_at <'2013-10-09' and s.supply_plan_id = 3);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id > 1 and su.random_regime_selector is not null and ms.country='GBR') or (su.regime_id = 14 and su.remove_from_rand ='f' and su.randomized_at <'2013-10-09' and s.supply_plan_id = 3);""",5,0
balance_wm5,1,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where (s.study_id > 1 and su.random_regime_selector is not null and ms.country='USA') or (su.regime_id = 14 and su.remove_from_rand ='f' and su.randomized_at <'2013-10-09' and s.supply_plan_id = 3);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id > 1 and su.random_regime_selector is null and ms.country='USA') or (su.regime_id = 14 and su.remove_from_rand ='f' and su.randomized_at <'2013-10-09' and s.supply_plan_id = 3);""",3,0
balance_wm5,4,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where (s.study_id > 1 and su.random_regime_selector is not null and ms.country='USA') or (su.regime_id = 14 and su.remove_from_rand ='f' and su.randomized_at <'2013-10-09' and s.supply_plan_id = 3);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id > 1 and su.random_regime_selector is not null) or (su.regime_id = 14 and su.remove_from_rand ='f' and su.randomized_at <'2013-10-09' and s.supply_plan_id = 3);""",2,0
balance_wm5,5,w    ,"""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where (s.study_id > 1 and su.random_regime_selector is not null and ms.country='USA') or (su.regime_id = 14 and su.remove_from_rand ='f' and su.randomized_at <'2013-10-09' and s.supply_plan_id = 3);""","""SELECT su.id as suid, s.id as sid, ms.id as msid FROM subjects su join sites s on su.site_id = s.id join medidata_sites ms on s.external_id= ms.id where ( s.study_id > 1 and su.random_regime_selector is null) or (su.regime_id = 13 and su.remove_from_rand ='f' and su.randomized_at <'2013-10-09' and s.supply_plan_id = 3);""",44,0
balance_ws2,0,w    ,"""select l.id as lid, l.study_id, l.name, i.id as iid, i.status, i.lot_id from lots as l join inventory_items i on l.id = i.lot_id where (l.study_id = 46 and i.status = 1) or (l.study_id = 10 and i.status != 1);""","""select l.id as lid, l.study_id, l.name, i.id as iid, i.status, i.lot_id from lots as l join inventory_items i on l.id = i.lot_id where (l.study_id = 46 and i.status = 4) or (l.study_id = 10 and i.status != 1);""",167,0
