script_name,test_id,tquery,fixed_query,duration,final_score
employees_c05,1,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 60000 and s.from_date= '1996-01-01') or ( e.last_name like 'Al%' and e.hire_date > '1987-01-01') or ( e.gender = 'M' and d.dept_no ='d002' ) or ( e.birth_date > '1965-01-01' and t.title like 'Senior%') or ( s.salary > 70000 and d.dept_name = 'Production') or ( de.from_date > '2000-01-01' and t.from_date > '2000-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 60000 AND s.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Al%' AND e.hire_date > '1987-01-01' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' ) OR ( e.birth_date > '1965-01-01' AND t.title between 'Senior Engineer' AND 'Senior Staff' ) OR ( s.salary > 70000 AND d.dept_name = 'Production' ) OR ( de.from_date > '2000-01-01' AND t.from_date > '2000-01-01' )""",5,0
employees_c05,2,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 60000 and s.from_date= '1996-01-01') or ( e.last_name like 'Al%' and e.hire_date > '1987-01-01') or ( e.gender = 'M' and d.dept_no ='d002' ) or ( e.birth_date > '1965-01-01' and t.title like 'Senior%') or ( s.salary > 70000 and d.dept_name = 'Production') or ( de.from_date > '2000-01-01' and t.from_date > '2000-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 60000 AND s.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Al%' AND e.hire_date > '1987-01-01' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' ) OR ( e.birth_date > '1965-01-01' AND t.title ~~ 'Senior%' ) OR ( s.salary > 70000 AND d.dept_name = 'Production' ) OR ( de.from_date > '2000-01-01' )""",8,8469
employees_c05,3,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 60000 and s.from_date= '1996-01-01') or ( e.last_name like 'Al%' and e.hire_date > '1987-01-01') or ( e.gender = 'M' and d.dept_no ='d002' ) or ( e.birth_date > '1965-01-01' and t.title like 'Senior%') or ( s.salary > 70000 and d.dept_name = 'Production') or ( de.from_date > '2000-01-01' and t.from_date > '2000-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 60000 AND s.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Al%' AND e.hire_date > '1987-01-01' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' ) OR ( e.birth_date > '1965-01-01' AND t.title between 'Senior Engineer' AND 'Senior Staff' ) OR ( s.salary > 70000 AND d.dept_name = 'Production' ) OR ( de.from_date > '2000-01-01' AND t.from_date > '2000-01-01' )""",23,0
employees_c05,4,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 60000 and s.from_date= '1996-01-01') or ( e.last_name like 'Al%' and e.hire_date > '1987-01-01') or ( e.gender = 'M' and d.dept_no ='d002' ) or ( e.birth_date > '1965-01-01' and t.title like 'Senior%') or ( s.salary > 70000 and d.dept_name = 'Production') or ( de.from_date > '2000-01-01' and t.from_date > '2000-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no >= 64750 AND s.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Al%' AND e.hire_date >= '1987-01-02' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' ) OR ( e.birth_date >= '1965-01-02' AND t.title BETWEEN 'Senior Engineer' AND 'Senior Staff' ) OR ( s.salary > 70000 AND d.dept_name = 'Production' ) OR ( de.from_date >= t.from_date AND de.from_date > '2000-01-01' )""",270,8469
employees_s02,5,"""select emp_no,from_date,salary from salaries where ( salary > 100000 and emp_no >90000) or ( from_date > '1993-04-01' and to_date = '1996-04-01')""","""SELECT emp_no AS emp_no, from_date AS from_date, salary AS salary FROM salaries WHERE ( salary > 100000 AND salaries.emp_no >= 90002 ) OR ( salaries.from_date >= '1995-04-02' AND salaries.to_date = '1996-04-01' )""",15,0
employees_c05,5,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 60000 and s.from_date= '1996-01-01') or ( e.last_name like 'Al%' and e.hire_date > '1987-01-01') or ( e.gender = 'M' and d.dept_no ='d002' ) or ( e.birth_date > '1965-01-01' and t.title like 'Senior%') or ( s.salary > 70000 and d.dept_name = 'Production') or ( de.from_date > '2000-01-01' and t.from_date > '2000-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 60000 AND s.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Al%' AND e.hire_date > '1987-01-01' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' ) OR ( e.birth_date > '1965-01-01' AND t.title ~~ 'Senior%' ) OR ( s.salary > 70000 AND d.dept_name = 'Production' ) OR ( de.from_date > '2000-01-01' AND t.from_date > '2000-01-01' )""",5,0
employees_c08,0,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no > 495500 or t.from_date = '1996-01-01' or de.from_date = '1996-01-01' or e.last_name like 'Alb%' or d.dept_no ='d002' or s.salary > 91000 or t.title='Manager' or e.birth_date = '1965-01-01' or s.to_date = '1996-01-01' or t.to_date = '1997-01-01';""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no >= 495501 ) OR ( t.from_date = '1996-01-01' ) OR ( de.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Alb%' ) OR ( d.dept_no = 'd002' ) OR ( s.salary > 91000 ) OR ( t.title = 'Manager' ) OR ( e.birth_date = '1965-01-01' ) OR ( s.to_date = '1996-01-01' ) OR ( t.to_date = '1997-01-01' )""",110,0
employees_c08,1,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no > 495500 or t.from_date = '1996-01-01' or de.from_date = '1996-01-01' or e.last_name like 'Alb%' or d.dept_no ='d002' or s.salary > 91000 or t.title='Manager' or e.birth_date = '1965-01-01' or s.to_date = '1996-01-01' or t.to_date = '1997-01-01';""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no >= 495501 ) OR ( t.from_date = '1996-01-01' ) OR ( de.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Alb%' ) OR ( d.dept_no = 'd002' ) OR ( s.salary > 91000 ) OR ( t.title = 'Manager' ) OR ( e.birth_date = '1965-01-01' ) OR ( s.to_date = '1996-01-01' ) OR ( t.to_date = '1997-01-01' )""",8,0
employees_c08,2,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no > 495500 or t.from_date = '1996-01-01' or de.from_date = '1996-01-01' or e.last_name like 'Alb%' or d.dept_no ='d002' or s.salary > 91000 or t.title='Manager' or e.birth_date = '1965-01-01' or s.to_date = '1996-01-01' or t.to_date = '1997-01-01';""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 495500 ) OR ( t.from_date = '1996-01-01' ) OR ( de.from_date = '1996-01-01' ) OR ( e.first_name ~~ 'Alb%' ) OR ( d.dept_no = 'd002' ) OR ( s.salary > 91000 ) OR ( t.title = 'Manager' ) OR ( e.birth_date = '1965-01-01' ) OR ( s.to_date = '1996-01-01' ) OR ( e.last_name between 'Bernini' AND 'Wilfing' )""",49,270138
employees_c08,3,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no > 495500 or t.from_date = '1996-01-01' or de.from_date = '1996-01-01' or e.last_name like 'Alb%' or d.dept_no ='d002' or s.salary > 91000 or t.title='Manager' or e.birth_date = '1965-01-01' or s.to_date = '1996-01-01' or t.to_date = '1997-01-01';""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 495500 ) OR ( t.from_date = '1996-01-01' ) OR ( de.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Alb%' ) OR ( d.dept_no = 'd002' ) OR ( s.salary > 91000 ) OR ( t.title = 'Manager' ) OR ( e.birth_date = '1965-01-01' ) OR ( s.to_date = '1996-01-01' ) OR ( t.to_date = '1997-01-01')""",77,0
employees_m03,1,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where e.emp_no > 20000 and s.from_date > '1990-01-01' and e.last_name like 'Al%' and e.gender = 'M' and e.birth_date > '1960-01-01' and s.salary > 80000;""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no >= 21261 AND s.from_date > '1990-01-01' AND e.last_name ~~ 'Al%' AND e.gender = 'M' AND e.birth_date > '1960-01-01' AND s.salary > 80000 )""",4,0
employees_s05,0,"""select emp_no,from_date,salary from salaries where from_date = to_date and salary < 70000 and emp_no > 100000 ""","""SELECT emp_no AS emp_no, from_date AS from_date, salary AS salary FROM salaries WHERE ( from_date = to_date AND salaries.salary <= 69568 AND emp_no > 100000 )""",64,0
employees_c08,4,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no > 495500 or t.from_date = '1996-01-01' or de.from_date = '1996-01-01' or e.last_name like 'Alb%' or d.dept_no ='d002' or s.salary > 91000 or t.title='Manager' or e.birth_date = '1965-01-01' or s.to_date = '1996-01-01' or t.to_date = '1997-01-01';""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no >= 495501 ) OR ( t.from_date = '1996-01-01' ) OR ( de.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Alb%' ) OR ( d.dept_no = 'd002' ) OR ( s.salary >= 91001 ) OR ( t.title = 'Manager' ) OR ( e.birth_date = '1965-01-01' ) OR ( s.to_date = '1996-01-01' ) OR ( t.to_date = '1997-01-01')""",123,0
employees_c08,5,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no > 495500 or t.from_date = '1996-01-01' or de.from_date = '1996-01-01' or e.last_name like 'Alb%' or d.dept_no ='d002' or s.salary > 91000 or t.title='Manager' or e.birth_date = '1965-01-01' or s.to_date = '1996-01-01' or t.to_date = '1997-01-01';""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 495500 AND e.hire_date between '1985-02-02' AND '2000-01-22' ) OR ( t.from_date = '1996-01-01' ) OR ( de.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Alb%' ) OR ( d.dept_no = 'd002' ) OR ( s.salary > 91000 ) OR ( t.title = 'Manager' ) OR ( e.birth_date = '1965-01-01' ) OR ( s.to_date = '1996-01-01' ) OR ( t.to_date = '1997-01-01' )""",6,0
employees_m01,0,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where (e.emp_no = 50481 and s.from_date = '1996-12-23' and e.gender = 'M') or (e.birth_date = '1953-09-02' and s.salary > 80000);""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no = 50481 AND s.from_date = '1996-12-23' AND e.gender = 'M' ) OR ( e.birth_date = '1953-09-02' AND s.salary >= 80013 )""",179,0
employees_m01,1,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where (e.emp_no = 50481 and s.from_date = '1996-12-23' and e.gender = 'M') or (e.birth_date = '1953-09-02' and s.salary > 80000);""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no = 50481 AND s.from_date = '1996-12-23' AND e.gender = 'M' ) OR ( e.birth_date = '1953-09-02' AND s.salary > 80000 )""",5,0
employees_m01,2,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where (e.emp_no = 50481 and s.from_date = '1996-12-23' and e.gender = 'M') or (e.birth_date = '1953-09-02' and s.salary > 80000);""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no = 50481 AND e.hire_date = '1985-04-03' AND e.gender = 'M' ) OR ( e.birth_date = '1953-09-02' AND s.salary > 80000 )""",6,18
employees_m01,3,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where (e.emp_no = 50481 and s.from_date = '1996-12-23' and e.gender = 'M') or (e.birth_date = '1953-09-02' and s.salary > 80000);""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no = 50481 AND s.from_date = '1996-12-23' AND e.gender = 'M' ) OR ( e.birth_date = '1953-09-02' AND s.salary >= 80013 )""",6,0
employees_m01,4,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where (e.emp_no = 50481 and s.from_date = '1996-12-23' and e.gender = 'M') or (e.birth_date = '1953-09-02' and s.salary > 80000);""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no = 50481 AND s.from_date = '1996-12-23' AND e.gender = 'M' ) OR ( e.birth_date = '1953-09-02' AND s.salary >= 80013 )""",21,0
employees_m01,5,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where (e.emp_no = 50481 and s.from_date = '1996-12-23' and e.gender = 'M') or (e.birth_date = '1953-09-02' and s.salary > 80000);""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no = 50481 AND s.from_date = '1996-12-23' AND e.gender = 'M' ) OR ( e.birth_date = '1953-09-02' AND s.salary >= 80013 )""",12,0
employees_m03,0,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where e.emp_no > 20000 and s.from_date > '1990-01-01' and e.last_name like 'Al%' and e.gender = 'M' and e.birth_date > '1960-01-01' and s.salary > 80000;""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no >= 21261 AND s.from_date > '1990-01-01' AND e.last_name ~~ 'Al%' AND e.gender = 'M' AND e.birth_date > '1960-01-01' AND s.salary > 80000 )""",154,0
employees_s05,1,"""select emp_no,from_date,salary from salaries where from_date = to_date and salary < 70000 and emp_no > 100000 ""","""SELECT emp_no AS emp_no, from_date AS from_date, salary AS salary FROM salaries WHERE ( salaries.from_date = salaries.to_date  AND salary < 70000 AND emp_no > 100000 )""",1,0
employees_m03,2,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where e.emp_no > 20000 and s.from_date > '1990-01-01' and e.last_name like 'Al%' and e.gender = 'M' and e.birth_date > '1960-01-01' and s.salary > 80000;""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no > 20000 AND s.to_date > '1990-01-01' AND e.last_name ~~ 'Al%' AND e.gender = 'M' AND e.birth_date > '1960-01-01' AND s.salary > 80000 AND s.from_date >= '1990-01-02' )""",4,0
employees_m03,3,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where e.emp_no > 20000 and s.from_date > '1990-01-01' and e.last_name like 'Al%' and e.gender = 'M' and e.birth_date > '1960-01-01' and s.salary > 80000;""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no > 20000 AND s.from_date > '1990-01-01' AND e.last_name ~~ 'Al%' AND e.gender = 'M' AND e.birth_date > '1960-01-01' AND s.salary >= 80031 )""",5,0
employees_m03,4,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where e.emp_no > 20000 and s.from_date > '1990-01-01' and e.last_name like 'Al%' and e.gender = 'M' and e.birth_date > '1960-01-01' and s.salary > 80000;""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.birth_date >= '1960-01-05' AND e.emp_no >= 21261 AND e.gender = 'M' AND e.last_name between 'Alameldin' AND 'Alvarado' AND s.from_date >= '1990-01-02' AND s.salary >= 80031 )""",33,0
employees_m03,5,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where e.emp_no > 20000 and s.from_date > '1990-01-01' and e.last_name like 'Al%' and e.gender = 'M' and e.birth_date > '1960-01-01' and s.salary > 80000;""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.birth_date >= '1960-01-05' AND e.emp_no >= 21261 AND e.gender = 'M' AND e.last_name between 'Alameldin' AND 'Alvarado' AND s.from_date >= '1990-01-02' AND s.salary >= 80031 )""",33,0
employees_m04,0,"""select e.emp_no  as emp_no ,salary,first_name,last_name,birth_date,hire_date,from_date  from employees e join salaries s on e.emp_no = s.emp_no where e.emp_no < 10500 or s.from_date = '1990-01-01' or e.last_name like 'Alb%' or s.to_date < '1986-01-01' or e.birth_date > '1965-01-01' or s.salary > 150000;""","""SELECT e.emp_no AS emp_no, salary AS salary, first_name AS first_name, last_name AS last_name, birth_date AS birth_date, hire_date AS hire_date, from_date AS from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no WHERE ( e.emp_no <= 10499 ) OR ( s.from_date = '1990-01-01' ) OR ( e.last_name ~~ 'Alb%' ) OR ( s.to_date < '1986-01-01' ) OR ( e.birth_date > '1965-01-01' ) OR ( s.salary > 150000 )""",243,0
